status
Statement executed successfully.

status
Statement executed successfully.

LP_LOAN_ID,LOANID,PAYOFFUID,PLACEMENT_STATUS,PLACEMENT_STATUS_STARTDATE,CHARGEOFFDATE,PRINCIPALBALANCEATCHARGEOFF,RECOVERIESPAIDTODATE,CURRENT_LP_STATUS,SETTLEMENTSTATUS,SETTLEMENT_ACCEPTED_DATE,SETTLEMENT_COMPLETION_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_AMOUNT_PAID,SETTLEMENT_DATA_SOURCE_LIST,POST_CHARGEOFF_PAYMENT_COUNT,TOTAL_POST_CHARGEOFF_PAYMENTS,LAST_POST_CHARGEOFF_PAYMENT_DATE,AUTOPAY_PENDING,AUTOPAY_TYPE,NEXT_AUTOPAY_DATE,AUTOPAY_AMOUNT,AUTOPAY_COUNT,FUTURE_PAYMENT_COUNT,FUTURE_PAYMENT_DATE,TOTAL_FUTURE_PAYMENT_AMOUNT,FUTURE_PAYMENT_TYPES,HAS_SETTLEMENT_DATA,HAS_ACTIVE_AUTOPAY,HAS_FUTURE_PAYMENTS,TOTAL_CONFLICT_COUNT
104195,P64387CF8CB89,de10d7a1-0383-ff49-d91a-64387cf8cb89,Placed - Bounce,2024-11-25,2022-11-17,7505.1700,1313.4000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,3,1313.40,2023-03-30,N,,,0.00,0,0,,0.00,,1,0,0,1
104485,P57B116B6E365,8884f42c-a600-72e4-2967-57b116b6e365,Placed - Bounce,2024-11-25,2022-11-13,3692.4600,852.1200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,852.12,2024-05-20,N,,,0.00,0,0,,0.00,,1,0,0,1
108086,P8844D8FCACE3,2bc0b9c4-5f6b-d4a1-dcb7-8844d8fcace3,Placed - Bounce,2024-11-25,2022-11-12,8955.0100,5746.1800,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,5746.18,2025-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
103642,PF6938C759C95,77b653cb-84ac-f3d1-8fdb-f6938c759c95,Placed - Bounce,2024-11-25,2022-11-12,20241.4300,2361.5200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,2361.52,2023-04-20,N,,,0.00,0,0,,0.00,,1,0,0,1
104600,PD23034C3428D,285f97ef-d0c7-4473-8121-d23034c3428d,Placed - Bounce,2024-11-25,2022-11-10,6878.7500,151.5800,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,151.58,2022-11-15,N,,,0.00,0,0,,0.00,,1,0,0,1
108875,P8977C4953908,88c2427a-8cda-4365-3c16-8977c4953908,Placed - Bounce,2024-11-25,2022-11-08,14068.9200,9144.8000,Closed - Settled in Full,Complete,2025-06-20,2025-06-26,9144.80,,"CUSTOM_FIELDS, PORTFOLIOS, DOCUMENTS, SUB_STATUS, ACTIONS, CHECKLIST_ITEMS",1,9144.80,2025-06-26,N,,,0.00,0,0,,0.00,,1,0,0,1
108249,PF288679013ED,f12922c4-7992-2a78-9242-f288679013ed,Placed - Bounce,2024-11-25,2022-11-08,15873.3900,200.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,200.00,2022-12-27,N,,,0.00,0,0,,0.00,,1,0,0,1
111744,P85782E2427FB,eab30a83-ecda-6b62-f7a1-85782e2427fb,Placed - Bounce,2024-11-25,2022-11-07,9311.3000,4236.5400,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,14,4236.54,2025-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
105329,P656CEAA83DC3,cc37ee6d-301b-6341-6fb0-656ceaa83dc3,Placed - Bounce,2024-11-25,2022-11-03,3033.7900,1971.9600,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,1971.96,2025-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
106597,PCFA115FFF203,4aebf92a-b505-5d80-fc16-cfa115fff203,Placed - Bounce,2024-11-25,2022-11-02,3969.1700,1568.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,14,1568.00,2025-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
108140,P70ED3EC3909F,d4b45af0-8bb8-96a0-8dd4-70ed3ec3909f,Placed - Bounce,2024-11-25,2022-11-01,6844.4800,4595.6300,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,4595.63,2025-10-03,N,,,0.00,0,0,,0.00,,1,0,0,1
113235,P02D38D59E62F,10191d6d-39d4-b4b9-05f3-02d38d59e62f,Placed - Bounce,2024-11-25,2022-10-31,5943.1900,693.3600,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,693.36,2024-10-24,N,,,0.00,0,0,,0.00,,1,0,0,1
109861,P14F081083AC1,9cbbec56-bbeb-5eb6-2d93-14f081083ac1,Placed - Bounce,2024-11-19,2022-10-29,10716.0200,7501.2100,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,9,7501.21,2025-04-01,N,,,0.00,0,0,,0.00,,1,0,0,1
109019,P3B08ED74E561,dcac1b80-ab7c-4c94-0f98-3b08ed74e561,Placed - Bounce,2024-11-25,2022-10-29,19356.5200,3350.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,3350.00,2025-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
113622,P7648D3A6CF6B,a1082f87-9a22-d2e8-0a3e-7648d3a6cf6b,Placed - Bounce,2024-11-25,2022-10-29,16966.4500,5090.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,2,5090.00,2024-10-02,N,,,0.00,0,0,,0.00,,1,0,0,1
104201,PFBA0C38EC528,6818a45a-9137-be12-b4bd-fba0c38ec528,Placed - Bounce,2024-11-25,2022-10-26,9668.0400,100.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,2,100.00,2022-11-18,N,,,0.00,0,0,,0.00,,1,0,0,1
107419,P42548681AAB1,263cedc2-6630-667a-247c-42548681aab1,Placed - Bounce,2024-11-25,2022-10-26,11929.3500,1000.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,1000.00,2022-11-02,N,,,0.00,0,0,,0.00,,1,0,0,1
105403,PB7A7A1CAEC5C,5f9a4962-bb75-4f40-a2cf-b7a7a1caec5c,Placed - Bounce,2024-11-25,2022-10-26,9260.3500,4000.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4000.00,2024-10-30,N,,,0.00,0,0,,0.00,,1,0,0,1
109517,PA207AC4C129D,554676d3-60c0-7b77-ba6b-a207ac4c129d,Placed - Bounce,2024-11-25,2022-10-22,10098.2600,2979.5700,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,2979.57,2025-10-06,N,,,0.00,0,0,,0.00,,1,0,0,1
108671,P86B2AF2CCCD4,9f366a5e-d237-21c7-9039-86b2af2cccd4,Placed - Bounce,2024-11-25,2022-10-22,16467.2800,4940.1800,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4940.18,2024-09-06,N,,,0.00,0,0,,0.00,,1,0,0,1
104774,PC3A7AAAA1359,cf80fc79-9735-41b7-b1fd-c3a7aaaa1359,Placed - Bounce,2024-11-25,2022-10-22,3976.9700,1392.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,6,1392.00,2023-06-30,N,,,0.00,0,0,,0.00,,1,0,0,1
107294,PBFDE7CE2B575,fc2b5ccf-92b3-81dd-1983-bfde7ce2b575,Placed - Bounce,2024-11-25,2022-10-19,2514.2000,2514.2000,Closed - Charged-Off,Complete,,,,,CUSTOM_FIELDS,1,2514.20,2024-08-13,N,,,0.00,0,0,,0.00,,1,0,0,1
104949,P79480003719E,599bbaf0-d3ef-4324-9b8f-79480003719e,Placed - Bounce,2024-11-25,2022-10-18,5438.8200,846.0300,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,2,846.03,2024-12-11,N,,,0.00,0,0,,0.00,,1,0,0,1
111304,PF03D9578F6FA,c97b0daf-bb81-71c4-8f7d-f03d9578f6fa,Placed - Bounce,2024-11-25,2022-10-18,13916.6000,405.9000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,405.90,2022-12-06,N,,,0.00,0,0,,0.00,,1,0,0,1
116632,PEFC2E6A2CB79,df877482-950a-f817-d1b7-efc2e6a2cb79,Placed - Bounce,2024-11-19,2022-10-15,9538.7400,5743.1200,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,16,5743.12,2024-12-20,N,,,0.00,0,0,,0.00,,1,0,0,1
104334,P5BF322745798,8a1ce771-d8ba-430c-aa39-5bf322745798,Placed - Bounce,2024-11-25,2022-10-14,12036.9200,3538.4100,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3538.41,2024-09-06,N,,,0.00,0,0,,0.00,,1,0,0,1
108190,P91D86634E228,5e0efc87-bed1-0be9-1d12-91d86634e228,Placed - Bounce,2024-11-25,2022-10-13,25121.6600,16119.7300,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,16119.73,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
111822,P8EC463C3CEE1,8e220da1-5709-6126-860f-8ec463c3cee1,Placed - Bounce,2024-11-25,2022-10-10,18263.8600,11715.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,11715.00,2025-09-22,N,,,0.00,0,0,,0.00,,1,0,0,1
113738,P83BE27EEA7E2,f36aee50-67b0-f2b3-5d87-83be27eea7e2,Placed - Bounce,2024-11-25,2022-10-07,10401.2000,3482.0500,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,3482.05,2025-09-18,N,,,0.00,0,0,,0.00,,1,0,0,1
125444,P46BE221D4FE8,0684d9fa-d263-f8b7-43f0-46be221d4fe8,Placed - Bounce,2024-11-25,2022-10-03,16899.0500,2938.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,6,2938.00,2024-06-30,N,,,0.00,0,0,,0.00,,1,0,0,1
107072,P0C9651C963B8,e8cf95ba-6d2a-6af0-250b-0c9651c963b8,Placed - Bounce,2024-11-25,2022-09-30,7291.5600,2552.0400,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,2552.04,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
105142,P416D00FEF15E,e591064b-55b0-b94d-aa91-416d00fef15e,Placed - Bounce,2024-11-25,2022-09-29,3401.5900,1700.8000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1700.80,2024-11-18,N,,,0.00,0,0,,0.00,,1,0,0,1
104389,PA7674A013EC8,d83dfcb5-3c8d-1771-dc21-a7674a013ec8,Placed - Bounce,2024-11-25,2022-09-25,25140.6300,1000.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,1000.00,2022-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
106876,P59055D477C0A,2c8d6541-4b8f-3f0c-29a7-59055d477c0a,Placed - Bounce,2024-11-25,2022-09-23,1629.2500,475.2000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,5,475.20,2023-03-22,N,,,0.00,0,0,,0.00,,1,0,0,1
113539,P6129A67CE0CD,00ab2586-07c1-35c6-a89d-6129a67ce0cd,Placed - Bounce,2024-11-25,2022-09-23,15078.4700,3960.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,3960.00,2025-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
108019,PD11831096308,b9924496-d929-5beb-aceb-d11831096308,Placed - Bounce,2024-11-25,2022-09-20,7598.5200,350.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,0,0.00,,N,,,0.00,0,0,,0.00,,1,0,0,1
114234,PE93549B5D8BA,79cfbe16-615c-1d66-f3a2-e93549b5d8ba,Placed - Bounce,2024-11-25,2022-09-15,20538.8600,599.0500,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,599.05,2024-02-15,N,,,0.00,0,0,,0.00,,1,0,0,1
107961,P8B78869EDDE1,03458bbb-a287-0f1b-a8d3-8b78869edde1,Placed - Bounce,2024-11-25,2022-09-15,9902.7000,1050.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,3,1050.00,2023-01-05,N,,,0.00,0,0,,0.00,,1,0,0,1
113904,PC48716FD3415,ed17dfc3-4073-d3d4-517f-c48716fd3415,Placed - Bounce,2024-11-19,2022-09-15,16020.6500,5139.8600,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,5139.86,2025-09-19,N,,,0.00,0,0,,0.00,,1,0,0,1
104005,P6D4CF46034B3,6c951c14-e9e8-1316-75d8-6d4cf46034b3,Placed - Bounce,2024-11-25,2022-09-14,1521.4900,521.4900,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,521.49,2022-10-14,N,,,0.00,0,0,,0.00,,1,0,0,1
108324,PF96E8F2D92BE,427be903-2176-5668-f0f5-f96e8f2d92be,Placed - Bounce,2024-11-25,2022-09-12,3766.3400,2244.1100,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,2244.11,2025-09-16,N,,,0.00,0,0,,0.00,,1,0,0,1
84953,PE60D953454B0,187cd2c7-77c8-2516-cc77-e60d953454b0,Placed - Bounce,2025-06-18,2022-09-12,6810.6000,700.0000,,,,,,,,6,600.00,2025-09-12,Y,autopay.type.single,2025-11-17,100.00,5,0,,0.00,,0,1,0,1
107411,P23E83288BA21,d0a0536b-9a1d-57fd-d2d1-23e83288ba21,Placed - Bounce,2024-11-25,2022-09-11,14684.3300,200.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,200.00,2022-09-15,N,,,0.00,0,0,,0.00,,1,0,0,1
103188,PA247CE13F7C4,d570a33c-3d8a-7eff-9c49-a247ce13f7c4,Placed - Bounce,2024-11-25,2022-09-11,9018.1100,5861.7700,Closed - Settled in Full,Complete,2025-05-23,2025-05-30,5861.77,,"CUSTOM_FIELDS, PORTFOLIOS, SUB_STATUS, ACTIONS, CHECKLIST_ITEMS",1,5861.77,2025-05-30,N,,,0.00,0,0,,0.00,,1,0,0,1
105185,PD3AA9C57150C,d7050632-8302-a0a4-4bab-d3aa9c57150c,Placed - Bounce,2024-11-25,2022-09-06,9253.2700,9253.2700,Closed - Charged-Off,Complete,,,,,CUSTOM_FIELDS,1,9253.27,2024-11-25,N,,,0.00,0,0,,0.00,,1,0,0,1
109204,P3C34AEC62F5D,7306f7d5-c8bb-b561-d0c3-3c34aec62f5d,Placed - Bounce,2024-11-25,2022-09-05,16218.9200,5203.5500,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,5203.55,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
107791,P50B7555A39E6,84241624-145b-f595-2f76-50b7555a39e6,Placed - Bounce,2024-11-25,2022-09-03,5685.1900,662.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,2,662.00,2024-09-12,N,,,0.00,0,0,,0.00,,1,0,0,1
113673,P863D1F734BF0,3daf467e-0d11-63b1-9c04-863d1f734bf0,Placed - Bounce,2024-11-25,2022-08-31,26506.7400,3092.5000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,3092.50,2022-11-04,N,,,0.00,0,0,,0.00,,1,0,0,1
108914,PCEFF05C551A5,9aa4f99d-e4ce-bc27-4007-ceff05c551a5,Placed - Bounce,2024-11-25,2022-08-26,22655.4800,9515.2800,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,9515.28,2025-10-06,N,,,0.00,0,0,,0.00,,1,0,0,1
109546,P5C03AA8C2E77,3d33433d-de6a-ea7d-e6da-5c03aa8c2e77,Placed - Bounce,2024-11-25,2022-08-26,8730.7300,5476.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,5476.00,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
113581,P44E49A6028A5,01894e3f-a0b8-918f-4eff-44e49a6028a5,Placed - Bounce,2024-11-25,2022-08-25,10578.9500,1346.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,1346.00,2024-01-05,N,,,0.00,0,0,,0.00,,1,0,0,1
113761,PCEA34AFC8C0D,d28b0b9a-f58e-d441-24e7-cea34afc8c0d,Placed - Bounce,2024-11-25,2022-08-23,6105.7300,4700.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4700.00,2024-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
108021,P4A2F0D1B7D4C,2add4e80-c8a5-7540-1f13-4a2f0d1b7d4c,Placed - Bounce,2024-11-25,2022-08-21,5348.8700,265.1800,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,265.18,2022-08-23,N,,,0.00,0,0,,0.00,,1,0,0,1
112590,P777CFEE18F58,7b41d3e6-d2bc-47ee-cbaa-777cfee18f58,Placed - Bounce,2024-11-25,2022-08-20,18387.7800,4831.4500,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,9,4831.45,2025-08-01,N,,,0.00,0,0,,0.00,,1,0,0,1
104647,P1958F20B17E7,a81cba69-5556-4f6a-a1c4-1958f20b17e7,Placed - Bounce,2024-11-25,2022-08-19,1228.8400,798.9500,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,798.95,2024-08-27,N,,,0.00,0,0,,0.00,,1,0,0,1
113494,PE3854634BD57,2367548f-ac6c-054c-7553-e3854634bd57,Placed - Bounce,2024-11-25,2022-08-19,8326.2200,1707.1600,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,13,1707.16,2023-11-02,N,,,0.00,0,0,,0.00,,1,0,0,1
106257,PF530917B0BF0,875abdc7-ffef-7531-58e0-f530917b0bf0,Placed - Bounce,2024-11-25,2022-08-18,3448.4900,402.3200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,402.32,2022-11-15,N,,,0.00,0,0,,0.00,,1,0,0,1
107546,PC5C5D4319DFC,01ab0050-ddee-7014-7d01-c5c5d4319dfc,Placed - Bounce,2024-11-25,2022-08-14,3689.0600,430.4000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,430.40,2022-12-21,N,,,0.00,0,0,,0.00,,1,0,0,1
109356,PE77CA50ADC0F,58d286ca-011d-4cf8-32c6-e77ca50adc0f,Placed - Bounce,2024-11-25,2022-08-14,11630.0700,678.4200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,678.42,2022-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
107104,PF5402FD25F66,4c467d96-ed5e-7d02-f408-f5402fd25f66,Placed - Bounce,2024-11-25,2022-08-13,10911.3800,7092.4000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,7092.40,2024-10-28,N,,,0.00,0,0,,0.00,,1,0,0,1
106820,P13E55A270FDD,b37950f5-0249-accb-69b3-13e55a270fdd,Placed - Bounce,2024-11-25,2022-08-13,2081.4300,700.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,700.00,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
108876,P206C92042FEC,d6efcf66-c9f0-ae3f-fbde-206c92042fec,Placed - Bounce,2024-11-25,2022-08-13,4615.5400,605.7900,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,5,605.79,2024-12-06,N,,,0.00,0,0,,0.00,,1,0,0,1
108501,P7DDEE66D721D,ede3748e-60a1-0793-3c98-7ddee66d721d,Placed - Bounce,2024-11-25,2022-08-02,14956.3900,2879.4900,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,3,2879.49,2022-12-22,N,,,0.00,0,0,,0.00,,1,0,0,1
107613,PBC048F1EB6E7,4849b302-e987-27d2-8822-bc048f1eb6e7,Placed - Bounce,2024-11-25,2022-07-30,12708.3800,8895.8700,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,10,8895.87,2025-07-31,N,,,0.00,0,0,,0.00,,1,0,0,1
106620,P806F7FBA3E4B,b0397429-f004-a155-9912-806f7fba3e4b,Placed - Bounce,2024-11-25,2022-07-30,11801.8300,3540.5500,Closed - Charged-Off Collectible,Complete,,,,,"CUSTOM_FIELDS, DOCUMENTS",1,3540.55,2024-09-06,N,,,0.00,0,0,,0.00,,1,0,0,1
108428,P91B42140B984,a8046a7d-c5bf-8e15-9f9d-91b42140b984,Placed - Bounce,2024-11-25,2022-07-30,6072.0300,3036.0200,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3036.02,2024-09-11,N,,,0.00,0,0,,0.00,,1,0,0,1
103456,P994828BB3079,22d6b5fd-cff3-38e9-65d7-994828bb3079,Placed - Bounce,2024-11-25,2022-07-30,13575.7400,6328.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,8,6328.00,2023-08-08,N,,,0.00,0,0,,0.00,,1,0,0,1
103440,P2A98D9ED30DB,39c58ae1-dadb-6ae3-cf64-2a98d9ed30db,Placed - Bounce,2024-11-25,2022-07-26,13045.8000,3913.7400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3913.74,2024-08-23,N,,,0.00,0,0,,0.00,,1,0,0,1
102907,P8D0BA78DC6FA,41b2e5d8-567b-6129-1107-8d0ba78dc6fa,Placed - Bounce,2024-11-25,2022-07-26,6947.3200,900.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,6,900.00,2024-12-09,N,,,0.00,0,0,,0.00,,1,0,0,1
107691,P16DB917C85EF,1fb68115-c231-5f67-2e21-16db917c85ef,Placed - Bounce,2024-11-25,2022-07-26,5238.6500,611.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,611.00,2022-10-26,N,,,0.00,0,0,,0.00,,1,0,0,1
107532,P0BED5A5AFE1C,4678c479-c654-c0e5-f68f-0bed5a5afe1c,Placed - Bounce,2024-11-25,2022-07-25,28686.2300,9000.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,9000.00,2024-10-15,N,,,0.00,0,0,,0.00,,1,0,0,1
104690,P3598281A6B78,3daed46c-3a96-43eb-86a8-3598281a6b78,Placed - Bounce,2024-11-25,2022-07-25,2527.3700,250.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,250.00,2022-08-05,N,,,0.00,0,0,,0.00,,1,0,0,1
103291,PA864C87D08B3,8449449d-0b13-63be-6b8b-a864c87d08b3,Placed - Bounce,2024-11-25,2022-07-24,16897.6000,3248.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,14,3248.00,2025-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
105011,P5E977DF30BEC,2044f1a8-e992-f6eb-bcca-5e977df30bec,Placed - Bounce,2024-11-25,2022-07-23,4020.1400,1872.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,1872.00,2025-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
113780,PEABFA053FF30,7c935742-ffe0-b0a1-b4cc-eabfa053ff30,Placed - Bounce,2024-11-25,2022-07-22,11034.7400,1287.3800,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,1287.38,2022-10-28,N,,,0.00,0,0,,0.00,,1,0,0,1
111385,PE3F52B89F155,b3191e2e-fd00-4c51-f210-e3f52b89f155,Placed - Bounce,2024-11-25,2022-07-20,17506.9800,1021.2400,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,1021.24,2023-02-21,N,,,0.00,0,0,,0.00,,1,0,0,1
109440,P3A3EBB8568C8,3c9fab3d-bf2b-5310-c140-3a3ebb8568c8,Placed - Bounce,2024-11-25,2022-07-20,16477.5900,6920.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,6920.00,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
109419,PB88B340CAB81,3785754d-0245-53a9-784e-b88b340cab81,Placed - Bounce,2024-11-19,2022-07-19,14127.2400,2060.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,5,2060.00,2024-12-26,N,,,0.00,0,0,,0.00,,1,0,0,1
104302,PBCE95AE505B0,82367290-116c-47de-99d3-bce95ae505b0,Placed - Bounce,2024-11-25,2022-07-15,2174.6500,300.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,300.00,2022-07-26,N,,,0.00,0,0,,0.00,,1,0,0,1
107848,P8B6CF0073757,63389cf8-78eb-02a7-4d17-8b6cf0073757,Placed - Bounce,2024-11-25,2022-07-07,4704.3700,3692.6400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,12,3692.64,2024-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
107071,P1CF06BA18B56,780e2715-1193-072d-74ba-1cf06ba18b56,Placed - Bounce,2024-11-25,2022-07-06,12099.7200,352.9100,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,352.91,2022-10-03,N,,,0.00,0,0,,0.00,,1,0,0,1
104447,PE54DF5BB748A,240b988a-4247-68fa-d47c-e54df5bb748a,Placed - Bounce,2024-11-25,2022-07-01,6341.5300,4122.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4122.00,2024-11-27,N,,,0.00,0,0,,0.00,,1,0,0,1
107356,PB90308FF446B,424ba457-dce2-df25-3855-b90308ff446b,Placed - Bounce,2024-11-25,2022-06-29,24698.3200,1200.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,6,1200.00,2024-08-22,N,,,0.00,0,0,,0.00,,1,0,0,1
114468,P8A15ECFDCA46,3ac20363-fd5e-ae49-9f48-8a15ecfdca46,Placed - Bounce,2024-11-25,2022-06-29,8493.5600,5520.8100,Closed - Settled in Full,Complete,2025-02-04,2024-10-16,5520.81,5520.81,"CUSTOM_FIELDS, PORTFOLIOS, DOCUMENTS, SUB_STATUS, ACTIONS",3,5520.81,2024-10-16,N,,,0.00,0,0,,0.00,,1,0,0,1
113604,P7E4D2D2AE3C0,92a7008f-46f5-b8d4-3752-7e4d2d2ae3c0,Placed - Bounce,2024-11-25,2022-06-28,8712.1600,3303.3000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,13,3303.30,2025-10-08,N,,,0.00,0,0,,0.00,,1,0,0,1
104322,P58BDF13D353A,eebfcbb9-d2bf-49af-aff4-58bdf13d353a,Placed - Bounce,2024-11-25,2022-06-28,9480.3300,6083.2200,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,6083.22,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
109005,P29E368A28616,f4d25635-82c8-6ff8-ebd9-29e368a28616,Placed - Bounce,2024-11-25,2022-06-24,11636.9000,8145.8300,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,12,8145.83,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
107299,P08B6A80C38A4,d2729a59-1325-6b13-ae7a-08b6a80c38a4,Placed - Bounce,2024-11-25,2022-06-22,2916.2900,510.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,3,510.00,2024-03-21,N,,,0.00,0,0,,0.00,,1,0,0,1
